Date,Song,Last Played
12.05.2018,Burning Down the House,1
12.05.2018,Crush,3
12.05.2018,Kill the King,2
12.05.2018,What Would You Say,1
12.05.2018,Here On Out,5
12.05.2018,Don't Drink the Water,1
12.05.2018,Dancing Nancies,2
12.05.2018,Come On Come On,1
12.05.2018,Grey Street,1
12.05.2018,She,1
12.05.2018,You Might Die Trying,4
12.05.2018,Granny,3
12.05.2018,All Along the Watchtower,2
12.07.2018,Everyday,1
12.07.2018,Funny the Way It Is,2
12.07.2018,That Girl Is You,3
12.07.2018,Granny,1
12.07.2018,Bartender,20
12.07.2018,Grey Street,1
12.07.2018,Again and Again,2
12.07.2018,Sledgehammer,2
12.07.2018,Come On Come On,1
12.07.2018,Say Goodbye,3
12.07.2018,Warehouse,2
12.07.2018,Belly Belly Nice,61
12.07.2018,The Space Between,3
12.07.2018,Louisiana Bayou,8
12.07.2018,Where Are You Going,1
12.07.2018,She,1
12.07.2018,Crash Into Me,2
12.07.2018,Rapunzel,2
12.07.2018,Christmas Song,202
12.07.2018,All Along the Watchtower,1
12.08.2018,Don't Drink the Water,2
12.08.2018,Seek Up,3
12.08.2018,That Girl Is You,1
12.08.2018,Satellite,4
12.08.2018,The Song That Jane Likes,13
12.08.2018,Seven,5
12.08.2018,Why I Am,3
12.08.2018,Again and Again,1
12.08.2018,Louisiana Bayou,1
12.08.2018,Here On Out,2
12.08.2018,Lover Lay Down,6
12.08.2018,Sledgehammer,1
12.08.2018,Kill the King,2
12.08.2018,Do You Remember,5
12.08.2018,Warehouse,1
12.08.2018,Christmas Song,1
12.08.2018,Rhyme & Reason,27
12.08.2018,Ants Marching,4
12.08.2018,You & Me,3
12.08.2018,Rapunzel,1
12.11.2018,One Sweet World,3
12.11.2018,Louisiana Bayou,1
12.11.2018,#41,4
12.11.2018,Do You Remember,1
12.11.2018,Seven,1
12.11.2018,Lie in Our Graves,7
12.11.2018,Burning Down the House,3
12.11.2018,Can't Stop,5
12.11.2018,Granny,2
12.11.2018,Say Goodbye,2
12.11.2018,Everyday,2
12.11.2018,Why I Am,1
12.11.2018,Again and Again,1
12.11.2018,So Right,6
12.11.2018,Here On Out,1
12.11.2018,Don't Drink the Water,1
12.11.2018,Crash Into Me,2
12.11.2018,Grey Street,2
12.11.2018,Christmas Song,1
12.11.2018,All Along the Watchtower,2
12.13.2018,You Never Know,4
12.13.2018,Satellite,2
12.13.2018,That Girl Is You,2
12.13.2018,Seven,1
12.13.2018,Louisiana Bayou,1
12.13.2018,Funny the Way It Is,3
12.13.2018,Again and Again,1
12.13.2018,Sledgehammer,2
12.13.2018,Don't Drink the Water,1
12.13.2018,Seek Up,2
12.13.2018,Can't Stop,1
12.13.2018,Everyday,1
12.13.2018,Dancing Nancies,4
12.13.2018,Warehouse,2
12.13.2018,Here On Out,1
12.13.2018,You Might Die Trying,4
12.13.2018,You & Me,2
12.13.2018,Rapunzel,2
12.13.2018,Christmas Song,1
12.13.2018,Grey Street,1
12.14.2018,Big Eyed Fish,24
12.14.2018,Bartender,4
12.14.2018,Satellite,1
12.14.2018,Samurai Cop (Oh Joy Begin),5
12.14.2018,#41,2
12.14.2018,Again and Again,1
12.14.2018,Everyday,1
12.14.2018,Sweet Emotion,5
12.14.2018,Minarets,5
12.14.2018,That Girl Is You,1
12.14.2018,Louisiana Bayou,1
12.14.2018,Sledgehammer,1
12.14.2018,Don't Drink the Water,1
12.14.2018,So Right,2
12.14.2018,Why I Am,2
12.14.2018,You & Me,1
12.14.2018,Dancing Nancies,1
12.14.2018,Grey Street,1
12.14.2018,Christmas Song,1
12.14.2018,All Along the Watchtower,2
12.28.2018,Warehouse,1
12.28.2018,Funny the Way It Is,1
12.28.2018,Satellite,2
12.28.2018,Shake Me Like a Monkey,14
12.28.2018,Again and Again,2
12.28.2018,Everyday,2
12.28.2018,What Would You Say,7
12.28.2018,Crash Into Me,4
12.28.2018,Don't Drink the Water,2
12.28.2018,Can't Stop,1
12.28.2018,Sledgehammer,2
12.28.2018,You & Me,2
12.28.2018,Why I Am,2
12.28.2018,Ants Marching,1
12.28.2018,Rapunzel,1
03.06.2019,Don't Drink the Water,1
03.06.2019,Stand Up (For It),42
03.06.2019,Do You Remember,2
03.06.2019,Seven,4
03.06.2019,Crash Into Me,1
03.06.2019,Can't Stop,1
03.06.2019,Sledgehammer,1
03.06.2019,Here On Out,2
03.06.2019,#41,3
03.06.2019,That Girl Is You,3
03.06.2019,Louisiana Bayou,3
03.06.2019,Mercy,65
03.06.2019,Satellite,1
03.06.2019,Dreamgirl,110
03.06.2019,Minarets,3
03.06.2019,Everyday,1
03.06.2019,You Might Die Trying,2
03.06.2019,Rapunzel,1
03.06.2019,You & Me,1
03.06.2019,Ants Marching,1
03.08.2019,One Sweet World,6
03.08.2019,Dancing Nancies,4
03.08.2019,Warehouse,2
03.08.2019,Do You Remember,1
03.08.2019,Lying in the Hands of God,22
03.08.2019,So Right,4
03.08.2019,The Space Between,8
03.08.2019,So Much to Say,11
03.08.2019,Samurai Cop (Oh Joy Begin),4
03.08.2019,Why I Am,2
03.08.2019,Don't Drink the Water,1
03.08.2019,Here On Out,1
03.08.2019,She,3
03.08.2019,Jimi Thing,3
03.08.2019,Satellite,1
03.08.2019,Granny,6
03.08.2019,Grey Street,4
03.08.2019,Can't Stop,1
03.08.2019,All Along the Watchtower,4
03.10.2019,That Girl Is You,2
03.10.2019,Warehouse,1
03.10.2019,Satellite,1
03.10.2019,Help Myself,268
03.10.2019,Do You Remember,1
03.10.2019,Louisiana Bayou,2
03.10.2019,Crush,4
03.10.2019,Samurai Cop (Oh Joy Begin),1
03.10.2019,Don't Drink the Water,1
03.10.2019,Here On Out,1
03.10.2019,Stand Up (For It),2
03.10.2019,Sledgehammer,2
03.10.2019,She,1
03.10.2019,Crash Into Me,2
03.10.2019,Rapunzel,2
03.10.2019,You & Me,2
03.10.2019,What Would You Say,3
03.10.2019,Ants Marching,2
03.10.2019,Granny,1
03.10.2019,Grey Street,1
03.12.2019,Seek Up,7
03.12.2019,Don't Drink the Water,1
03.12.2019,Do You Remember,1
03.12.2019,Louisiana Bayou,1
03.12.2019,Fool to Think,31
03.12.2019,You Might Die Trying,3
03.12.2019,Samurai Cop (Oh Joy Begin),1
03.12.2019,Time of the Season,19
03.12.2019,Stand Up (For It),1
03.12.2019,Recently,43
03.12.2019,The Space Between,2
03.12.2019,Can't Stop,2
03.12.2019,Lying in the Hands of God,2
03.12.2019,You & Me,1
03.12.2019,Minarets,3
03.12.2019,Funny the Way It Is,4
03.12.2019,#41,3
03.12.2019,Rapunzel,1
03.12.2019,Sister,28
03.12.2019,All Along the Watchtower,2
03.13.2019,You Never Know,8
03.13.2019,That Girl Is You,2
03.13.2019,Seven,4
03.13.2019,Warehouse,2
03.13.2019,Again and Again,5
03.13.2019,Dancing Nancies,3
03.13.2019,Say Goodbye,6
03.13.2019,Save Me,55
03.13.2019,Everyday,4
03.13.2019,Here On Out,2
03.13.2019,Sledgehammer,2
03.13.2019,She,2
03.13.2019,Crush,2
03.13.2019,Gravedigger,46
03.13.2019,So Much to Say,3
03.13.2019,Granny,2
03.13.2019,Jimi Thing,3
03.13.2019,Grey Street,2
03.13.2019,Ants Marching,2
03.15.2019,That Girl Is You,1
03.15.2019,Louisiana Bayou,2
03.15.2019,#41,2
03.15.2019,What Would You Say,3
03.15.2019,Again and Again,1
03.15.2019,Warehouse,1
03.15.2019,Big Eyed Fish,8
03.15.2019,JTR,38
03.15.2019,Minarets,2
03.15.2019,Samurai Cop (Oh Joy Begin),2
03.15.2019,Lover Lay Down,11
03.15.2019,Sledgehammer,1
03.15.2019,Stand Up (For It),2
03.15.2019,Here On Out,1
03.15.2019,Lying in the Hands of God,2
03.15.2019,Don't Drink the Water,2
03.15.2019,You & Me,2
03.15.2019,Ants Marching,1
03.15.2019,Some Devil,28
03.15.2019,Rapunzel,2
03.17.2019,That Girl Is You,1
03.17.2019,Stand Up (For It),1
03.17.2019,Dancing Nancies,2
03.17.2019,Warehouse,1
03.17.2019,Again and Again,1
03.17.2019,Satellite,4
03.17.2019,Time of the Season,3
03.17.2019,Louisiana Bayou,1
03.17.2019,Here On Out,1
03.17.2019,Don't Drink the Water,1
03.17.2019,Grey Street,2
03.17.2019,Can't Stop,3
03.17.2019,Gravedigger,2
03.17.2019,Jimi Thing,2
03.17.2019,Fly Like an Eagle,-1
03.17.2019,She,2
03.17.2019,You & Me,1
03.17.2019,Funny the Way It Is,3
03.17.2019,Ants Marching,1
03.17.2019,Save Me,2
03.17.2019,All Along the Watchtower,3
03.19.2019,Do You Remember,4
03.19.2019,Louisiana Bayou,1
03.19.2019,Warehouse,1
03.19.2019,Samurai Cop (Oh Joy Begin),2
03.19.2019,Minarets,2
03.19.2019,Lover Lay Down,2
03.19.2019,Stand Up (For It),1
03.19.2019,Sledgehammer,2
03.19.2019,Here On Out,1
03.19.2019,#41,2
03.19.2019,She,1
03.19.2019,You Might Die Trying,4
03.19.2019,Dreamgirl,7
03.19.2019,Jimi Thing,1
03.19.2019,Fly Like an Eagle,1
03.19.2019,Don't Drink the Water,1
03.19.2019,Everyday,3
03.19.2019,Rapunzel,2
03.19.2019,The Space Between,4
03.19.2019,All Along the Watchtower,1
03.20.2019,What Would You Say,3
03.20.2019,So Much to Say,4
03.20.2019,That Girl Is You,2
03.20.2019,Don't Drink the Water,1
03.20.2019,Do You Remember,1
03.20.2019,Crush,4
03.20.2019,Seek Up,5
03.20.2019,So Right,7
03.20.2019,Samurai Cop (Oh Joy Begin),1
03.20.2019,Sledgehammer,1
03.20.2019,Here On Out,1
03.20.2019,Louisiana Bayou,1
03.20.2019,Corn Bread,27
03.20.2019,The Space Between,1
03.20.2019,Jimi Thing,1
03.20.2019,Fly Like an Eagle,1
03.20.2019,She,1
03.20.2019,Ants Marching,2
03.20.2019,Crash Into Me,6
03.20.2019,Rapunzel,1
03.22.2019,Warehouse,2
03.22.2019,What Would You Say,1
03.22.2019,That Girl Is You,1
03.22.2019,Seven,5
03.22.2019,#41,2
03.22.2019,Again and Again,3
03.22.2019,Stand Up (For It),2
03.22.2019,Time of the Season,3
03.22.2019,Don't Drink the Water,1
03.22.2019,Here On Out,1
03.22.2019,Why I Am,8
03.22.2019,Lying in the Hands of God,4
03.22.2019,So Much to Say,1
03.22.2019,Can't Stop,3
03.22.2019,Gravedigger,3
03.22.2019,Grey Street,3
03.22.2019,You & Me,3
03.22.2019,All Along the Watchtower,2
03.22.2019,Some Devil,4
03.22.2019,Ants Marching,1
03.23.2019,Too Much,50
03.23.2019,Louisiana Bayou,2
03.23.2019,Satellite,4
03.23.2019,Samurai Cop (Oh Joy Begin),2
03.23.2019,Crush,2
03.23.2019,Recently,7
03.23.2019,Stand Up (For It),1
03.23.2019,What Would You Say,1
03.23.2019,Funny the Way It Is,4
03.23.2019,Say Goodbye,6
03.23.2019,Sledgehammer,2
03.23.2019,Here On Out,1
03.23.2019,Jimi Thing,2
03.23.2019,Fly Like an Eagle,2
03.23.2019,She,2
03.23.2019,Crash Into Me,2
03.23.2019,Don't Drink the Water,1
03.23.2019,Everyday,3
03.23.2019,Ants Marching,1
03.23.2019,Save Me,4
03.23.2019,Rapunzel,2
03.25.2019,What Would You Say,1
03.25.2019,Warehouse,2
03.25.2019,That Girl Is You,2
03.25.2019,Crush,1
03.25.2019,Stand Up (For It),1
03.25.2019,Do You Remember,3
03.25.2019,You Might Die Trying,4
03.25.2019,Samurai Cop (Oh Joy Begin),1
03.25.2019,Lying in the Hands of God,2
03.25.2019,Sledgehammer,1
03.25.2019,Here On Out,1
03.25.2019,Don't Drink the Water,1
03.25.2019,Jimi Thing,1
03.25.2019,Fly Like an Eagle,1
03.25.2019,Can't Stop,2
03.25.2019,Gravedigger,2
03.25.2019,Granny,7
03.25.2019,Ants Marching,1
03.25.2019,The Space Between,3
03.25.2019,All Along the Watchtower,2
03.27.2019,That Girl Is You,1
03.27.2019,What Would You Say,1
03.27.2019,Satellite,2
03.27.2019,Seven,3
03.27.2019,Crush,1
03.27.2019,Again and Again,3
03.27.2019,Don't Drink the Water,1
03.27.2019,Seek Up,4
03.27.2019,Here On Out,1
03.27.2019,Dancing Nancies,6
03.27.2019,Warehouse,1
03.27.2019,Time of the Season,3
03.27.2019,Stand Up (For It),1
03.27.2019,Jimi Thing,1
03.27.2019,Fly Like an Eagle,1
03.27.2019,She,2
03.27.2019,Everyday,2
03.27.2019,Ants Marching,1
03.27.2019,Sister,9
03.27.2019,Rapunzel,2
03.28.2019,So Much to Say,4
03.28.2019,Too Much,3
03.28.2019,Do You Remember,2
03.28.2019,Crash Into Me,3
03.28.2019,Louisiana Bayou,3
03.28.2019,Sledgehammer,2
03.28.2019,One Sweet World,12
03.28.2019,Save Me,3
03.28.2019,Lying in the Hands of God,2
03.28.2019,Stay (Wasting Time),33
03.28.2019,Here On Out,1
03.28.2019,#41,4
03.28.2019,Grey Street,4
03.28.2019,You & Me,4
03.28.2019,Corn Bread,5
03.28.2019,Gravedigger,2
03.28.2019,You Might Die Trying,2
03.28.2019,All Along the Watchtower,2
03.28.2019,Sister,1
03.28.2019,Don't Drink the Water,1
03.30.2019,Squirm,29
03.30.2019,Stand Up (For It),2
03.30.2019,Stay or Leave,34
03.30.2019,Do You Remember,1
03.30.2019,So Much to Say,1
03.30.2019,Too Much,1
03.30.2019,Again and Again,2
03.30.2019,Louisiana Bayou,1
03.30.2019,Lover Lay Down,7
03.30.2019,Sledgehammer,1
03.30.2019,Gravedigger,1
03.30.2019,Why I Am,5
03.30.2019,Crash Into Me,1
03.30.2019,#41,1
03.30.2019,Everyday,2
03.30.2019,Rapunzel,2
03.30.2019,You & Me,1
03.30.2019,Ants Marching,2
03.30.2019,What Would You Say,2
03.30.2019,Stay (Wasting Time),1
04.01.2019,That Girl Is You,3
04.01.2019,Grey Street,2
04.01.2019,What Would You Say,1
04.01.2019,Do You Remember,1
04.01.2019,Seven,3
04.01.2019,Proudest Monkey,34
04.01.2019,Satellite,3
04.01.2019,Stand Up (For It),1
04.01.2019,Time of the Season,3
04.01.2019,You Might Die Trying,2
04.01.2019,Again and Again,1
04.01.2019,Save Me,2
04.01.2019,Can't Stop,4
04.01.2019,Jimi Thing,3
04.01.2019,Fly Like an Eagle,3
04.01.2019,Minarets,8
04.01.2019,The Space Between,4
04.01.2019,Funny the Way It Is,5
04.01.2019,Ants Marching,1
04.01.2019,Don't Drink the Water,2
04.01.2019,All Along the Watchtower,2
04.03.2019,What Would You Say,1
04.03.2019,Warehouse,4
04.03.2019,Do You Remember,1
04.03.2019,Seven,1
04.03.2019,Everyday,2
04.03.2019,Lover Lay Down,2
04.03.2019,Dancing Nancies,4
04.03.2019,Samurai Cop (Oh Joy Begin),5
04.03.2019,Sledgehammer,2
04.03.2019,Here On Out,3
04.03.2019,Jimi Thing,1
04.03.2019,Fly Like an Eagle,1
04.03.2019,Louisiana Bayou,2
04.03.2019,You & Me,2
04.03.2019,Lying in the Hands of God,3
04.03.2019,She,4
04.03.2019,Gravedigger,2
04.03.2019,Lie in Our Graves,18
04.03.2019,Rapunzel,2
04.03.2019,Ants Marching,1
04.30.2019,One Sweet World,5
04.30.2019,Grey Street,1
04.30.2019,Too Much,4
04.30.2019,Do You Remember,1
04.30.2019,Funny the Way It Is,1
04.30.2019,Raven,39
04.30.2019,Stand Up (For It),1
04.30.2019,#41,4
04.30.2019,Sledgehammer,1
04.30.2019,Samurai Cop (Oh Joy Begin),1
04.30.2019,Louisiana Bayou,1
04.30.2019,Here On Out,1
04.30.2019,Dancing Nancies,1
04.30.2019,Stay (Wasting Time),4
04.30.2019,The Space Between,3
04.30.2019,She,2
04.30.2019,Everyday,1
04.30.2019,Ants Marching,1
04.30.2019,The Best of What's Around,27
04.30.2019,Shake Me Like a Monkey,19
05.01.2019,That Girl Is You,4
05.01.2019,So Much to Say,5
05.01.2019,Tripping Billies,30
05.01.2019,Do You Remember,1
05.01.2019,Don't Drink the Water,4
05.01.2019,Lying in the Hands of God,3
05.01.2019,Why I Am,5
05.01.2019,Satellite,4
05.01.2019,Stand Up (For It),1
05.01.2019,Here On Out,1
05.01.2019,Rapunzel,3
05.01.2019,Cortez the Killer,30
05.01.2019,What Would You Say,2
05.01.2019,Warehouse,2
05.01.2019,Can't Stop,2
05.01.2019,You & Me,3
05.01.2019,Louisiana Bayou,1
05.01.2019,All Along the Watchtower,2
05.01.2019,Granny,8
05.01.2019,Ants Marching,1
05.03.2019,So Much to Say,1
05.03.2019,Too Much,2
05.03.2019,Don't Drink the Water,1
05.03.2019,Do You Remember,1
05.03.2019,Louisiana Bayou,1
05.03.2019,You & Me,1
05.03.2019,Stand Up (For It),1
05.03.2019,Jimi Thing,3
05.03.2019,Sledgehammer,2
05.03.2019,Everyday,2
05.03.2019,What Would You Say,1
05.03.2019,She,2
05.03.2019,Corn Bread,7
05.03.2019,Ants Marching,1
05.03.2019,Grey Street,2
05.04.2019,What Would You Say,1
05.04.2019,Too Much,1
05.04.2019,Warehouse,2
05.04.2019,Louisiana Bayou,1
05.04.2019,That Girl Is You,2
05.04.2019,Stand Up (For It),1
05.04.2019,Don't Drink the Water,1
05.04.2019,#41,3
05.04.2019,Funny the Way It Is,3
05.04.2019,Tripping Billies,2
05.04.2019,Shake Me Like a Monkey,3
05.04.2019,Jimi Thing,1
05.04.2019,Joe Avery's Blues,23
05.04.2019,Ants Marching,1
05.04.2019,All Along the Watchtower,2
05.07.2019,One Sweet World,4
05.07.2019,Grey Street,2
05.07.2019,Do You Remember,2
05.07.2019,Stand Up (For It),1
05.07.2019,Crush,10
05.07.2019,Again and Again,7
05.07.2019,Seek Up,10
05.07.2019,What Would You Say,1
05.07.2019,Jimi Thing,1
05.07.2019,Fly Like an Eagle,5
05.07.2019,Sledgehammer,2
05.07.2019,Here On Out,3
05.07.2019,Dancing Nancies,4
05.07.2019,The Song That Jane Likes,24
05.07.2019,Everyday,2
05.07.2019,You & Me,2
05.07.2019,Funny the Way It Is,1
05.07.2019,She,2
05.07.2019,Rapunzel,3
05.07.2019,Some Devil,5
05.07.2019,Stay (Wasting Time),4
05.11.2019,That Girl Is You,2
05.11.2019,Too Much,2
05.11.2019,Funny the Way It Is,1
05.11.2019,Do You Remember,1
05.11.2019,Don't Drink the Water,2
05.11.2019,Lying in the Hands of God,4
05.11.2019,Grey Street,1
05.11.2019,You Might Die Trying,6
05.11.2019,Here On Out,1
05.11.2019,What Would You Say,1
05.11.2019,Louisiana Bayou,2
05.11.2019,Dancing Nancies,1
05.11.2019,Warehouse,2
05.11.2019,The Space Between,5
05.11.2019,Can't Stop,4
05.11.2019,Corn Bread,3
05.11.2019,You & Me,1
05.11.2019,Rapunzel,1
05.11.2019,Some Devil,1
05.11.2019,Ants Marching,2
05.14.2019,Louisiana Bayou,1
05.14.2019,Big Eyed Fish,19
05.14.2019,Bartender,27
05.14.2019,So Right,16
05.14.2019,Do You Remember,1
05.14.2019,So Much to Say,4
05.14.2019,Too Much,1
05.14.2019,Samurai Cop (Oh Joy Begin),6
05.14.2019,Crush,2
05.14.2019,The Stone,34
05.14.2019,Crash Into Me,10
05.14.2019,Why I Am,5
05.14.2019,Recently,14
05.14.2019,Funny the Way It Is,1
05.14.2019,Typical Situation,36
05.14.2019,You & Me,1
05.14.2019,Everyday,2
05.14.2019,Rapunzel,1
05.14.2019,Sister,11
05.14.2019,All Along the Watchtower,3
05.15.2019,That Girl Is You,2
05.15.2019,#41,4
05.15.2019,Say Goodbye,15
05.15.2019,Do You Remember,1
05.15.2019,Raven,7
05.15.2019,Satellite,6
05.15.2019,Don't Drink the Water,2
05.15.2019,Samurai Cop (Oh Joy Begin),1
05.15.2019,Stay or Leave,8
05.15.2019,The Stone,1
05.15.2019,Sledgehammer,3
05.15.2019,Here On Out,2
05.15.2019,Louisiana Bayou,1
05.15.2019,Jimi Thing,3
05.15.2019,Fly Like an Eagle,3
05.15.2019,Shake Me Like a Monkey,4
05.15.2019,Grace Is Gone,45
05.15.2019,What Would You Say,2
05.15.2019,Two Step,27
05.15.2019,Ants Marching,2
05.17.2019,So Much to Say,2
05.17.2019,Too Much,2
05.17.2019,Do You Remember,1
05.17.2019,Funny the Way It Is,2
05.17.2019,Seek Up,4
05.17.2019,Why I Am,2
05.17.2019,Again and Again,4
05.17.2019,So Right,2
05.17.2019,Everyday,2
05.17.2019,Bartender,2
05.17.2019,Crash Into Me,2
05.17.2019,She,4
05.17.2019,You Might Die Trying,3
05.17.2019,Digging a Ditch,28
05.17.2019,Can't Stop,3
05.17.2019,Dancing Nancies,3
05.17.2019,Warehouse,3
05.17.2019,Ants Marching,1
05.17.2019,All Along the Watchtower,2
05.18.2019,That Girl Is You,2
05.18.2019,Stay (Wasting Time),5
05.18.2019,#41,2
05.18.2019,What Would You Say,2
05.18.2019,Stay or Leave,2
05.18.2019,Grey Street,4
05.18.2019,Do You Remember,1
05.18.2019,Too Much,1
05.18.2019,JTR,22
05.18.2019,Lying in the Hands of God,4
05.18.2019,Don't Drink the Water,2
05.18.2019,Sledgehammer,2
05.18.2019,Jimi Thing,2
05.18.2019,Fly Like an Eagle,2
05.18.2019,Corn Bread,4
05.18.2019,Grace Is Gone,2
05.18.2019,Typical Situation,3
05.18.2019,Why I Am,1
05.18.2019,Rapunzel,3
05.18.2019,Two Step,2
05.18.2019,Halloween,29
06.14.2019,Pig,49
06.14.2019,Do You Remember,1
06.14.2019,Stay (Wasting Time),1
06.14.2019,Big Eyed Fish,4
06.14.2019,Bartender,2
06.14.2019,So Much to Say,2
06.14.2019,Too Much,1
06.14.2019,Dancing Nancies,2
06.14.2019,Samurai Cop (Oh Joy Begin),3
06.14.2019,Grey Street,1
06.14.2019,Here On Out,3
06.14.2019,Don't Drink the Water,1
06.14.2019,Recently,4
06.14.2019,Everyday,2
06.14.2019,She,2
06.14.2019,Digging a Ditch,2
06.14.2019,Funny the Way It Is,2
06.14.2019,Rapunzel,1
06.14.2019,Two Step,1
06.14.2019,Ants Marching,2
06.15.2019,Granny,10
06.15.2019,Satellite,4
06.15.2019,Louisiana Bayou,4
06.15.2019,#27,48
06.15.2019,The Stone,4
06.15.2019,Crush,5
06.15.2019,That Girl Is You,2
06.15.2019,What Would You Say,2
06.15.2019,Again and Again,3
06.15.2019,Sugar Will,102
06.15.2019,Sledgehammer,2
06.15.2019,The Maker,95
06.15.2019,Why I Am,2
06.15.2019,Can't Stop,3
06.15.2019,You & Me,5
06.15.2019,Jimi Thing,2
06.15.2019,Fly Like an Eagle,2
06.15.2019,Shake Me Like a Monkey,4
06.15.2019,Tripping Billies,8
06.15.2019,All Along the Watchtower,3
06.19.2019,One Sweet World,8
06.19.2019,Satellite,1
06.19.2019,The Stone,1
06.19.2019,Samurai Cop (Oh Joy Begin),2
06.19.2019,Louisiana Bayou,1
06.19.2019,#41,3
06.19.2019,Do You Remember,2
06.19.2019,Funny the Way It Is,2
06.19.2019,Grace Is Gone,3
06.19.2019,So Much to Say,2
06.19.2019,Too Much,2
06.19.2019,Sugar Will,1
06.19.2019,Everyday,2
06.19.2019,Jimi Thing,1
06.19.2019,Fly Like an Eagle,1
06.19.2019,Can't Stop,1
06.19.2019,You & Me,1
06.19.2019,Why I Am,1
06.19.2019,Stay (Wasting Time),2
06.19.2019,Tripping Billies,1
06.19.2019,All Along the Watchtower,1
06.21.2019,That Girl Is You,2
06.21.2019,One Sweet World,1
06.21.2019,Crush,2
06.21.2019,Louisiana Bayou,1
06.21.2019,Do You Remember,1
06.21.2019,Pig,3
06.21.2019,Stand Up (For It),9
06.21.2019,Crash Into Me,5
06.21.2019,Sledgehammer,2
06.21.2019,Sister,7
06.21.2019,Seek Up,5
06.21.2019,Can't Stop,1
06.21.2019,Sugar Will,1
06.21.2019,Don't Drink the Water,3
06.21.2019,Grace Is Gone,1
06.21.2019,Ants Marching,3
06.21.2019,Why I Am,1
06.21.2019,You & Me,1
06.21.2019,Grey Street,3
06.22.2019,#41,2
06.22.2019,So Much to Say,2
06.22.2019,Too Much,2
06.22.2019,You Never Know,28
06.22.2019,Warehouse,6
06.22.2019,Samurai Cop (Oh Joy Begin),2
06.22.2019,Don't Drink the Water,1
06.22.2019,The Space Between,9
06.22.2019,So Right,6
06.22.2019,Do You Remember,1
06.22.2019,Seven,16
06.22.2019,Everyday,2
06.22.2019,Jimi Thing,2
06.22.2019,Fly Like an Eagle,2
06.22.2019,She,4
06.22.2019,Corn Bread,5
06.22.2019,Typical Situation,5
06.22.2019,The Song That Jane Likes,10
06.22.2019,Rapunzel,4
06.22.2019,Two Step,4
06.22.2019,Halloween,5
06.28.2019,The Best of What's Around,15
06.28.2019,You Might Die Trying,7
06.28.2019,Do You Remember,1
06.28.2019,Funny the Way It Is,3
06.28.2019,Sugar Will,2
06.28.2019,Everyday,1
06.28.2019,The Stone,3
06.28.2019,Grey Street,2
06.28.2019,If I Had It All,382
06.28.2019,#41,1
06.28.2019,Can't Stop,2
06.28.2019,Jimi Thing,1
06.28.2019,Fly Like an Eagle,1
06.28.2019,Why I Am,2
06.28.2019,Write a Song,56
06.28.2019,Granny,4
06.28.2019,Typical Situation,1
06.28.2019,You & Me,2
06.28.2019,Stay (Wasting Time),3
06.28.2019,Grace Is Gone,2
06.28.2019,All Along the Watchtower,3
06.29.2019,Too Much,2
06.29.2019,Louisiana Bayou,3
06.29.2019,Minarets,19
06.29.2019,Crush,3
06.29.2019,Samurai Cop (Oh Joy Begin),2
06.29.2019,Idea of You,54
06.29.2019,Tripping Billies,4
06.29.2019,Here On Out,6
06.29.2019,Squirm,20
06.29.2019,Warehouse,2
06.29.2019,Fool to Think,31
06.29.2019,Again and Again,5
06.29.2019,Rooftop,77
06.29.2019,The Song That Jane Likes,2
06.29.2019,Satellite,4
06.29.2019,Don't Drink the Water,2
06.29.2019,Rapunzel,2
06.29.2019,Two Step,2
06.29.2019,Ants Marching,3
07.02.2019,What Would You Say,6
07.02.2019,Louisiana Bayou,1
07.02.2019,Do You Remember,2
07.02.2019,#41,2
07.02.2019,Idea of You,1
07.02.2019,Lie in Our Graves,19
07.02.2019,Why I Am,2
07.02.2019,Stay or Leave,8
07.02.2019,Sugar Will,2
07.02.2019,Don't Drink the Water,1
07.02.2019,Rooftop,1
07.02.2019,Typical Situation,2
07.02.2019,Sledgehammer,4
07.02.2019,Here On Out,1
07.02.2019,Fly Like an Eagle,2
07.02.2019,Everyday,2
07.02.2019,The Song That Jane Likes,1
07.02.2019,Crash Into Me,4
07.02.2019,Ants Marching,1
07.02.2019,Funny How Time Slips Away,440
07.02.2019,All Along the Watchtower,2
07.03.2019,You Never Know,4
07.03.2019,Rooftop,1
07.03.2019,Big Eyed Fish,8
07.03.2019,Bartender,8
07.03.2019,Why I Am,1
07.03.2019,Funny the Way It Is,3
07.03.2019,Crush,2
07.03.2019,Samurai Cop (Oh Joy Begin),2
07.03.2019,Grey Street,3
07.03.2019,Jimi Thing,3
07.03.2019,Fly Like an Eagle,1
07.03.2019,Can't Stop,3
07.03.2019,Here On Out,1
07.03.2019,Squirm,2
07.03.2019,Dancing Nancies,8
07.03.2019,Where Are You Going,38
07.03.2019,Stay (Wasting Time),3
07.03.2019,Don't Drink the Water,1
07.03.2019,You & Me,3
07.03.2019,Warehouse,2
07.05.2019,You Never Know,1
07.05.2019,Too Much,3
07.05.2019,Warehouse,1
07.05.2019,Do You Remember,2
07.05.2019,Rooftop,1
07.05.2019,Crush,1
07.05.2019,Idea of You,2
07.05.2019,Dancing Nancies,1
07.05.2019,What Would You Say,2
07.05.2019,Right Place Wrong Time,-1
07.05.2019,Granny,4
07.05.2019,The Maker,8
07.05.2019,Don't Drink the Water,1
07.05.2019,Seek Up,6
07.05.2019,Can't Stop,1
07.05.2019,The Song That Jane Likes,2
